date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:28:05	7382422/7382422	---M--	200	added ('OK')	image/png	etag:%2270a596-5f2ab345130a1%22	https://www.vliferoleplay.fr/assets/img/portfolio/portfolio-6.png	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/img/portfolio/portfolio-6.png	(from https://www.vliferoleplay.fr/)
18:28:09	24010/24010	---M--	200	added ('OK')	image/jpeg	etag:%225dca-5f2ab3454ca80%22	https://www.vliferoleplay.fr/assets/img/portfolio/portfolio-9.jpg	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/img/portfolio/portfolio-9.jpg	(from https://www.vliferoleplay.fr/)
18:28:12	9843465/9843465	---M--	200	added ('OK')	image/png	etag:%22963309-5f2ab3453ff60%22	https://www.vliferoleplay.fr/assets/img/portfolio/portfolio-8.png	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/img/portfolio/portfolio-8.png	(from https://www.vliferoleplay.fr/)
18:28:16	26574/26574	---M--	200	added ('OK')	text/html	etag:%2267ce-5ec97026b1bde%22	https://www.vliferoleplay.fr/assets/img/team/team-1.webp	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/img/team/team-1.html	(from https://www.vliferoleplay.fr/)
18:28:20	37310/37310	---M--	200	added ('OK')	text/html	etag:%2291be-5ec970274dfdd%22	https://www.vliferoleplay.fr/assets/img/team/team-3.webp	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/img/team/team-3.html	(from https://www.vliferoleplay.fr/)
18:28:23	95456/95456	---M--	200	added ('OK')	text/html	etag:%22174e0-5ec97027702bd%22	https://www.vliferoleplay.fr/assets/img/team/team-5.webp	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/img/team/team-5.html	(from https://www.vliferoleplay.fr/)
18:28:27	96120/96120	---M--	200	added ('OK')	text/html	etag:%2217778-5ec970277dd7c%22	https://www.vliferoleplay.fr/assets/img/team/team-6.webp	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/img/team/team-6.html	(from https://www.vliferoleplay.fr/)
18:28:28	26464/26464	---M--	200	added ('OK')	text/html	etag:%226760-5ec97027a5e1c%22	https://www.vliferoleplay.fr/assets/img/team/team-8.webp	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/img/team/team-8.html	(from https://www.vliferoleplay.fr/)
18:28:31	148630/148630	---M--	200	added ('OK')	text/html	etag:%2224496-5ec97026ec55e%22	https://www.vliferoleplay.fr/assets/img/team/team-12.webp	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/img/team/team-12.html	(from https://www.vliferoleplay.fr/)
18:28:32	1008/1008	---M--	200	added ('OK')	text/html	etag:%223f0-5ec970275d9dd%22	https://www.vliferoleplay.fr/assets/img/team/team-4.webp	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/img/team/team-4.html	(from https://www.vliferoleplay.fr/)
18:28:33	23928/23928	---M--	200	added ('OK')	image/jpeg	etag:%225d78-5f2aac091eda1%22	https://www.vliferoleplay.fr/assets/img/team/team-9.jpg	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/img/team/team-9.jpg	(from https://www.vliferoleplay.fr/)
18:28:35	1048/1048	---M--	200	added ('OK')	text/html	etag:%22418-5ec97027b487c%22	https://www.vliferoleplay.fr/assets/img/team/team-9.webp	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/img/team/team-9.html	(from https://www.vliferoleplay.fr/)
18:28:35	330/330	---M--	200	added ('OK')	text/html	etag:%2214a-5ec97026c063e%22	https://www.vliferoleplay.fr/assets/img/team/team-10.webp	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/img/team/team-10.html	(from https://www.vliferoleplay.fr/)
18:28:36	436/436	---M--	200	added ('OK')	text/html	etag:%221b4-5ec97026cf09e%22	https://www.vliferoleplay.fr/assets/img/team/team-11.webp	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/img/team/team-11.html	(from https://www.vliferoleplay.fr/)
18:28:38	869/869	---M--	200	added ('OK')	image/png	etag:%22365-5ec97026e57fe%22	https://www.vliferoleplay.fr/assets/img/team/team-12.png	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/img/team/team-12.png	(from https://www.vliferoleplay.fr/)
18:28:39	2838/2838	---M--	200	added ('OK')	text/html	etag:%22b16-5ec97026f713e%22	https://www.vliferoleplay.fr/assets/img/team/team-13.webp	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/img/team/team-13.html	(from https://www.vliferoleplay.fr/)
18:28:40	36138/36138	---M--	200	added ('OK')	text/html	etag:%228d2a-5ec970270b95d%22	https://www.vliferoleplay.fr/assets/img/team/team-15.webp	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/img/team/team-15.html	(from https://www.vliferoleplay.fr/)
18:28:42	9348499/9348499	---M--	200	added ('OK')	image/png	etag:%228ea593-5f2ab343868ea%22	https://www.vliferoleplay.fr/assets/img/portfolio/portfolio-2.png	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/img/portfolio/portfolio-2.png	(from https://www.vliferoleplay.fr/)
18:28:45	662/662	---M--	200	added ('OK')	image/png	etag:%225a945f04-296%22	https://static.copyrighted.com/badges/125x25/01_2.png	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/static.copyrighted.com/badges/125x25/01_2.png	(from https://www.vliferoleplay.fr/)
18:28:50	398/398	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262ef2be0-18e%22	https://static.copyrighted.com/badges/helper.js	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/static.copyrighted.com/badges/helper.js	(from https://www.vliferoleplay.fr/)
18:28:52	38203/38203	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Mar%202023%2017:28:51%20GMT	https://www.vliferoleplay.fr/mentions.php	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/mentions.html	(from https://www.vliferoleplay.fr/)
18:28:55	1836/1836	---M-Z	200	added ('OK')	text/javascript	etag:%2272c-5ec9701df0892-gzip%22	https://www.vliferoleplay.fr/assets/js/cookiealert.js	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/js/cookiealert.js	(from https://www.vliferoleplay.fr/)
18:28:59	89476/89476	---M-Z	200	added ('OK')	text/javascript	etag:%2215d84-5ec9702960438-gzip%22	https://www.vliferoleplay.fr/assets/vendor/jquery/jquery.min.js	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/vendor/jquery/jquery.min.js	(from https://www.vliferoleplay.fr/)
18:29:00	81084/81084	---M-Z	200	added ('OK')	text/javascript	etag:%2213cbc-5ec9702ce0bf0-gzip%22	https://www.vliferoleplay.fr/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	(from https://www.vliferoleplay.fr/)
18:29:01	2532/2532	---M-Z	200	added ('OK')	text/javascript	etag:%229e4-5ec9702998e78-gzip%22	https://www.vliferoleplay.fr/assets/vendor/jquery.easing/jquery.easing.min.js	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/vendor/jquery.easing/jquery.easing.min.js	(from https://www.vliferoleplay.fr/)
18:29:02	5020/5020	---M-Z	200	added ('OK')	text/javascript	etag:%22139c-5ec97029f89b7-gzip%22	https://www.vliferoleplay.fr/assets/vendor/php-email-form/validate.js	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/vendor/php-email-form/validate.js	(from https://www.vliferoleplay.fr/)
18:29:05	9028/9028	---M-Z	200	added ('OK')	text/javascript	etag:%222344-5ec9702b10e14-gzip%22	https://www.vliferoleplay.fr/assets/vendor/waypoints/jquery.waypoints.min.js	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/vendor/waypoints/jquery.waypoints.min.js	(from https://www.vliferoleplay.fr/)
18:29:05	8292489/8292489	---M--	200	added ('OK')	image/png	etag:%227e8889-5f2ab342daaed%22	https://www.vliferoleplay.fr/assets/img/portfolio/portfolio-3.png	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/img/portfolio/portfolio-3.png	(from https://www.vliferoleplay.fr/)
18:29:06	35445/35445	---M-Z	200	added ('OK')	text/javascript	etag:%228a75-5ec9702917ff9-gzip%22	https://www.vliferoleplay.fr/assets/vendor/isotope-layout/isotope.pkgd.min.js	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/vendor/isotope-layout/isotope.pkgd.min.js	(from https://www.vliferoleplay.fr/)
18:29:07	15013/15013	---M-Z	200	added ('OK')	text/javascript	etag:%223aa5-5ec9702ad2615-gzip%22	https://www.vliferoleplay.fr/assets/vendor/venobox/venobox.min.js	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/vendor/venobox/venobox.min.js	(from https://www.vliferoleplay.fr/)
18:29:08	44342/44342	---M-Z	200	added ('OK')	text/javascript	etag:%22ad36-5ec97029b3458-gzip%22	https://www.vliferoleplay.fr/assets/vendor/owl.carousel/owl.carousel.min.js	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/vendor/owl.carousel/owl.carousel.min.js	(from https://www.vliferoleplay.fr/)
18:29:09	14690/14690	---M-Z	200	added ('OK')	text/javascript	etag:%223962-5ec97028d3a39-gzip%22	https://www.vliferoleplay.fr/assets/vendor/aos/aos.js	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/vendor/aos/aos.js	(from https://www.vliferoleplay.fr/)
18:29:10	6537/6537	---M-Z	200	added ('OK')	text/javascript	etag:%221989-5f3689a451403-gzip%22	https://www.vliferoleplay.fr/assets/js/main.js	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/js/main.js	(from https://www.vliferoleplay.fr/)
18:29:28	6282160/6282160	---M--	200	added ('OK')	image/png	etag:%225fdbb0-5f2ab34638fbb%22	https://www.vliferoleplay.fr/assets/img/portfolio/portfolio-9.png	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/img/portfolio/portfolio-9.png	(from https://www.vliferoleplay.fr/)
18:29:33	711162/711162	---M--	200	added ('OK')	image/jpeg	etag:%2209c63b3ca60724c24bfff7d68ee497a5%22	https://cdn.discordapp.com/attachments/570361808452321320/1056707104024567858/20221225233645_1.jpg	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/cdn.discordapp.com/attachments/570361808452321320/1056707104024567858/20221225233645_1.jpg	(from https://www.vliferoleplay.fr/)
18:29:37	344778/344778	---M--	200	added ('OK')	image/jpeg	etag:%22ec76ce6a132887c0fcc08c5528eb4720%22	https://cdn.discordapp.com/attachments/570361808452321320/1041669321899900999/20221114111520_1.jpg	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/cdn.discordapp.com/attachments/570361808452321320/1041669321899900999/20221114111520_1.jpg	(from https://www.vliferoleplay.fr/)
18:29:38	332923/332923	---M--	200	added ('OK')	image/jpeg	etag:%2223bc1a89717253f057bee212c623a2f8%22	https://cdn.discordapp.com/attachments/570361808452321320/1040392669723119716/20221110232651_1.jpg	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/cdn.discordapp.com/attachments/570361808452321320/1040392669723119716/20221110232651_1.jpg	(from https://www.vliferoleplay.fr/)
18:29:41	4976/4976	---M--	200	added ('OK')	image/png	etag:%221370-5ec9702edc8ec%22	https://www.vliferoleplay.fr/assets/vendor/owl.carousel/assets/owl.video.play.png	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/vendor/owl.carousel/assets/owl.video.play.png	(from https://www.vliferoleplay.fr/assets/vendor/owl.carousel/assets/owl.carousel.min.css)
18:29:47	34824/34824	---M--	200	added ('OK')	text/html	etag:%228808-5f2ab62d758b7%22	https://www.vliferoleplay.fr/assets/img/background.webp	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/img/background.html	(from https://www.vliferoleplay.fr/assets/css/style.css)
18:29:48	116545/116545	---M--	200	added ('OK')	image/png	etag:%221c741-5ec9701cb1335%22	https://www.vliferoleplay.fr/assets/img/back2.png	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/www.vliferoleplay.fr/assets/img/back2.png	(from https://www.vliferoleplay.fr/assets/css/style.css)
18:29:52	2992949/2992949	---M--	200	added ('OK')	image/png	etag:%2210eefa1277187ffba1faef28881d4447%22	https://cdn.discordapp.com/attachments/570361808452321320/1049448666345259038/20221205230105_1.png	C:/Users/rayan/OneDrive/Bureau/CopyWebsite/VLife/cdn.discordapp.com/attachments/570361808452321320/1049448666345259038/20221205230105_1.png	(from https://www.vliferoleplay.fr/)
